PWM,Rev,RPM,Time
0,6.3030063291139244,0.0,21.05308485031128
0,6.3030063291139244,0.0,21.153945922851562
0,6.3030063291139244,0.0,21.25487780570984
0,6.3030063291139244,0.0,21.355590343475342
0,6.3030063291139244,0.0,21.456607580184937
0,6.3030063291139244,0.0,21.557541608810425
0,6.3030063291139244,0.0,21.658458471298218
0,6.3030063291139244,0.0,21.759467363357544
0,6.3030063291139244,0.0,21.860334873199463
0,6.3030063291139244,0.0,21.96150779724121
0,6.3030063291139244,0.0,22.062116861343384
0,6.3030063291139244,0.0,22.162912607192993
0,6.3030063291139244,0.0,22.264131546020508
0,6.3030063291139244,0.0,22.365129709243774
0,6.3030063291139244,0.0,22.46620202064514
0,6.3030063291139244,0.0,22.567376852035522
0,6.3030063291139244,0.0,22.668495416641235
0,6.3030063291139244,0.0,22.769079446792603
0,6.3030063291139244,0.0,22.870231866836548
0,6.3030063291139244,0.0,22.971510887145996
0,6.3030063291139244,0.0,23.072216749191284
0,6.3030063291139244,0.0,23.173572540283203
0,6.3030063291139244,0.0,23.274280309677124
0,6.3030063291139244,0.0,23.374849557876587
0,6.3030063291139244,0.0,23.476832628250122
0,6.3030063291139244,0.0,23.577264308929443
0,6.3030063291139244,0.0,23.678098678588867
0,6.3030063291139244,0.0,23.779258728027344
0,6.3030063291139244,0.0,23.8798348903656
0,6.3030063291139244,0.0,23.98089599609375
0,6.3030063291139244,0.0,24.08220863342285
0,6.3030063291139244,0.0,24.18337059020996
0,6.3030063291139244,0.0,24.283935070037842
0,6.3030063291139244,0.0,24.38515877723694
0,6.3030063291139244,0.0,24.485854864120483
0,6.3030063291139244,0.0,24.587037086486816
0,6.3030063291139244,0.0,24.68807363510132
0,6.3030063291139244,0.0,24.789219617843628
0,6.3030063291139244,0.0,24.890124082565308
0,6.3030063291139244,0.0,24.99121379852295
0,6.3030063291139244,0.0,25.091891765594482
0,6.3030063291139244,0.0,25.193273544311523
0,6.3030063291139244,0.0,25.294397592544556
0,6.3030063291139244,0.0,25.395556688308716
0,6.3030063291139244,0.0,25.496264696121216
0,6.3030063291139244,0.0,25.59710431098938
0,6.3030063291139244,0.0,25.698338508605957
0,6.3030063291139244,0.0,25.79913640022278
0,6.3030063291139244,0.0,25.89971923828125
0,6.3030063291139244,0.0,26.001052618026733
0,6.3030063291139244,0.0,26.102213144302368
0,6.3030063291139244,0.0,26.20313835144043
0,6.3030063291139244,0.0,26.304145574569702
0,6.3030063291139244,0.0,26.405130863189697
0,6.3030063291139244,0.0,26.506071090698242
0,6.3030063291139244,0.0,26.607215881347656
0,6.3030063291139244,0.0,26.707847595214844
0,6.3030063291139244,0.0,26.808975219726562
0,6.3030063291139244,0.0,26.91034197807312
0,6.3030063291139244,0.0,27.010912656784058
0,6.3030063291139244,0.0,27.11213207244873
0,6.3030063291139244,0.0,27.21321702003479
0,6.3030063291139244,0.0,27.313767910003662
0,6.3030063291139244,0.0,27.415204524993896
0,6.3030063291139244,0.0,27.516147136688232
0,6.3030063291139244,0.0,27.61717391014099
0,6.3030063291139244,0.0,27.71797013282776
0,6.3030063291139244,0.0,27.819581270217896
0,6.3030063291139244,0.0,27.920220613479614
0,6.3030063291139244,0.0,28.02147102355957
0,6.3030063291139244,0.0,28.12226915359497
0,6.3030063291139244,0.0,28.22264838218689
0,6.3030063291139244,0.0,28.324094772338867
0,6.3030063291139244,0.0,28.425290822982788
0,6.3030063291139244,0.0,28.525979042053223
0,6.3030063291139244,0.0,28.627230882644653
0,6.3030063291139244,0.0,28.728251457214355
0,6.3030063291139244,0.0,28.82891821861267
0,6.3030063291139244,0.0,28.929746389389038
0,6.3030063291139244,0.0,29.031245231628418
0,6.3030063291139244,0.0,29.132526874542236
0,6.3030063291139244,0.0,29.23336172103882
0,6.3030063291139244,0.0,29.333680391311646
0,6.3030063291139244,0.0,29.435377836227417
0,6.3030063291139244,0.0,29.536054849624634
0,6.3030063291139244,0.0,29.637511253356934
0,6.3030063291139244,0.0,29.738460063934326
0,6.3030063291139244,0.0,29.839497804641724
0,6.3030063291139244,0.0,29.94057321548462
